StudentID,StudentName,Grade,IncomeQuintile,StudentLoan,StudentPassword,English,Chinese,ComputerSkills,Mon,Tue,Wed,Thu,Fri
2014100547,장연람,61,7,2,bfu9056,,,,,화,,,
2014150725,장양비,9,2,5,hkb8354,,,,월,화,,,
2014139561,주해운,55,1,4,esn83916,,,컴퓨터활용능력,월,,,목,
2014136532,구설제,97,3,0,ney7965,,,컴퓨터활용능력,,,수,목,
2014178151,구호요,14,5,0,obb8210,,,,월,,,,금
2014140249,방단한,86,2,3,hlu843,,,,,,,,금
2014133478,석을호,83,5,1,ayv8075!,,,컴퓨터활용능력,,화,수,,
2014134905,신화디,17,3,0,sqt6414,,HSK 5급,,월,,수,,
2014137677,엄바설,50,1,3,anp3938,,,,,,수,,금
2014156154,공윤모,28,2,2,btm5687!,,,,,,,,금
2014157664,이보탁,56,4,1,nia7367,,HSK 6급,컴퓨터활용능력,,화,,,
2014128269,남중탁,25,5,4,avr7697,,,,,화,,,
2014139494,금설호,67,2,5,wgw2486,,,,,,,,금
2014125996,설직고,52,5,0,ltu6628,TOEIC 660,,,,화,,,
2014124698,배달바,28,5,5,yzx4436,,,,월,화,,,금
2014147456,양바솜,56,2,0,ekp2439,,,,월,화,수,목,금
2014155118,류승뜸,84,1,0,hdo6363,,,,월,,,목,
2014142704,마삼열,59,2,2,uls9783,TOEIC 970,,,,,수,,
2014126488,남판택,28,5,4,dzl3863!,,,,월,,수,,금
2014132163,주흔한,89,5,1,iei2559,,HSK 5급,컴퓨터활용능력,월,,수,목,
2014142453,위호흥,25,7,2,bqm9087,,,,,,,,금
2014110593,임마마,50,7,5,acv9932,,,,,,수,목,금
2014163137,서송희,60,5,3,ccp34427,,,,,,,목,
2014151268,채섭마,57,3,3,xbp574,,,,,,수,,
2014138812,노백성,61,5,1,gns7184,,,,,화,수,,금
2014122857,차현치,96,3,5,vqa9445!,,HSK 6급,,,,,목,금
2014161618,나신황,66,7,5,obw2192,,HSK 5급,,,,수,,
2014110948,송가순,12,8,2,xsx8886,,,컴퓨터활용능력,,,,목,
2014167847,은민헌,83,1,4,rck760,,,,,,수,목,금
2014164052,차관선,6,2,5,vbq530,,HSK 4급,,월,화,,,
2014123779,전우서,41,2,0,bfu9056,TOEIC 875,,,월,,,목,금
2014129876,신단태,83,5,5,hkb8354,TOEIC 955,,,,화,,,
2014116348,공래건,18,5,0,esn83916,,,,,,수,목,금
2014168828,김열한,6,2,2,ney7965,,HSK 5급,,월,화,,목,
2014124761,신모영,84,7,1,obb8210,,,,,,수,목,
2014144839,오랑일,43,5,0,hlu843,,,,,화,,목,
2014133272,송식모,31,7,2,ayv8075!,,,,월,화,수,목,
2014179651,허새건,1,5,5,sqt6414,,,,월,,수,목,
2014104360,반누승,81,1,3,anp3938,TOEIC 990,,,월,,,,금
2014169513,장준택,73,5,2,btm5687!,,,,,,수,,
2014172274,고관완,39,3,5,nia7367,,,,월,화,,,
2014160060,배형강,48,8,5,avr7697,,,컴퓨터활용능력,,화,,,
2014165176,윤승민,77,4,3,wgw2486,TOEIC 915,,,월,화,,,금
2014127829,방윤양,50,3,4,ltu6628,,,,월,화,,,
2014174954,표연사,9,3,0,yzx4436,,,,,,,,금
2014125065,조뜸고,46,4,1,ekp2439,,,,월,,수,,
2014122523,정솜재,30,5,5,hdo6363,,HSK 5급,,,,수,,
2014135527,명권온,53,3,5,uls9783,,,,월,,,목,
2014114780,신백뜸,9,7,4,dzl3863!,,,,,,,목,금
2014162920,원노문,91,6,4,iei2559,,HSK 6급,,월,,수,목,금
2014111390,주유대,53,8,4,bqm9087,,HSK 5급,컴퓨터활용능력,월,화,수,,금
2014158081,채이단,33,7,0,acv9932,,,,월,화,,목,금
2014101562,공란설,22,8,4,ccp34427,TOEIC 980,,,,,,,금
2014162805,강을근,47,1,0,xbp574,,,,,,,,금
2014167136,채옥식,90,2,1,gns7184,,,,,,수,,
2014123348,주호양,54,1,3,vqa9445!,,,,월,화,수,목,
2014135820,김범반,4,6,5,obw2192,,HSK 6급,,,,수,,
2014124663,석종운,74,4,5,xsx8886,TOEIC 965,HSK 5급,,월,,수,목,금
2014111457,백기웅,77,1,4,rck760,,,,월,,수,,
2014129561,반정훈,97,6,4,vbq530,,,,월,,,,금
2014156472,손헌종,91,5,0,bfu9056,,HSK 4급,컴퓨터활용능력,,,수,목,
2014121030,여혜울,66,5,4,hkb8354,,,,월,,,,
2015162763,백호악,48,5,3,esn83916,,,,,,,,금
2015178985,오래회,72,4,1,ney7965,,,,,,,목,금
2015107409,설묵아,30,3,3,obb8210,,HSK 5급,컴퓨터활용능력,,,,,금
2015130808,전솜도,7,1,4,hlu843,,,,월,화,,,
2015174860,서도준,46,5,2,ayv8075!,,,,,,수,,금
2015113421,여석휴,93,8,2,sqt6414,,,,,,수,목,금
2015143152,현제현,24,5,4,anp3938,TOEIC 900,,,,화,수,,
2015161071,은동판,29,8,2,btm5687!,,,,월,화,수,,금
2015131938,노혜전,67,4,2,nia7367,,,,월,,,,
2015177164,주제나,27,6,3,avr7697,,,,월,,수,목,
2015138975,추황을,1,7,4,wgw2486,TOEIC 975,,,월,,,목,
2015123324,나익수,89,1,4,ltu6628,,,,,화,,,금
2015135877,채솔일,81,6,4,yzx4436,,,컴퓨터활용능력,,화,,목,
2015149990,박미루,56,3,1,ekp2439,,,,,,,,금
2015165242,추엄엄,54,5,2,hdo6363,,,,월,,수,,
2015146775,남중이,32,6,1,uls9783,,HSK 5급,,,,,목,금
2015175824,금보의,44,7,3,dzl3863!,,,,월,,,목,
2015106105,원도심,9,3,3,iei2559,,,,월,화,,,금
2015146439,천용담,30,6,1,bqm9087,TOEIC 970,HSK 6급,,,화,수,,
2015124853,명빛재,15,2,2,acv9932,,,,,,수,,
2015103630,방세마,81,6,5,ccp34427,,HSK 5급,,,,,목,
2015143784,나별완,53,8,2,xbp574,,,,,,,,금
2015149377,배일산,86,4,2,gns7184,,,컴퓨터활용능력,월,화,,,금
2015116521,금비황,58,1,5,vqa9445!,TOEIC 875,,컴퓨터활용능력,월,,,,
2015145562,모가환,34,5,0,obw2192,TOEIC 905,,,,,수,,
2015129980,추타구,13,7,3,xsx8886,,HSK 5급,,월,,수,목,
2015176898,명구랑,14,4,4,rck760,,,,월,화,,목,금
2015123406,선승서,10,6,1,vbq530,,,,,,,목,
2015155502,임슬월,50,1,1,bfu9056,,,,,,수,,
2015111052,신채학,56,8,5,hkb8354,,,,,,,,금
2015138733,진나개,56,6,3,esn83916,,,,월,화,,,
2015116700,유화조,9,5,2,ney7965,TOEIC 895,HSK 6급,컴퓨터활용능력,,화,수,,금
2015149446,전지두,37,8,1,obb8210,,HSK 5급,,,화,수,,금
2015165658,주오언,62,5,1,hlu843,,,,월,화,,,
2015103989,위종마,60,8,4,ayv8075!,,,,,화,수,목,
2015162212,신부훈,78,6,4,sqt6414,TOEIC 950,HSK 4급,,,화,수,,
2015150632,선심항,53,5,5,anp3938,,,컴퓨터활용능력,월,화,,,
2015154977,조치부,59,8,5,btm5687!,,,컴퓨터활용능력,,화,,,
2015169390,문면덕,22,2,1,nia7367,TOEIC 440,,,,화,,,
2015102485,조부석,66,5,3,avr7697,,HSK 5급,,월,,,,금
2015119850,주경범,40,2,2,wgw2486,,,,,,,,금
2015103754,한일원,33,8,2,ltu6628,,,,,화,수,목,
2015144759,모전옥,54,8,5,yzx4436,TOEIC 795,,,월,화,수,목,
2015145960,오규길,4,8,1,ekp2439,,,컴퓨터활용능력,,화,,,
2015155232,지영수,41,3,1,hdo6363,,,컴퓨터활용능력,,,수,목,
2015167583,진문운,34,7,2,uls9783,,,,,,,목,
2015160765,현순전,76,4,0,dzl3863!,,,,,,수,,금
2015164249,모휴호,57,8,4,iei2559,,,컴퓨터활용능력,,,,목,
2015130141,정전제,37,4,4,bqm9087,,,,월,화,,,
2015110355,인홍면,95,3,3,acv9932,,,,,화,,,
2015168262,노위두,74,2,0,ccp34427,,,,,,수,목,
2015127654,방윤호,71,7,1,xbp574,,,컴퓨터활용능력,,화,,목,
2015144075,안언열,13,6,1,gns7184,,HSK 5급,,월,화,,,
2015136119,노완두,90,3,0,vqa9445!,,,,월,,,목,
2015130201,고창면,75,7,3,obw2192,,,,,화,,,
2015152559,반미래,85,1,2,xsx8886,,HSK 6급,,,화,,,
2015119557,명무종,64,8,3,rck760,,HSK 5급,,,,,목,
2015168861,구린엄,83,4,5,vbq530,TOEIC 850,,,,,,목,
2015125154,강소숙,89,8,5,bfu9056,,,,,,,목,금
2015108949,금유위,13,2,3,hkb8354,,,,월,,수,,
2015176822,권더루,62,3,5,esn83916,,,컴퓨터활용능력,,화,수,,
2015149763,나서빛,31,8,1,ney7965,,,,,화,,,
2015172679,전기식,52,7,2,obb8210,,HSK 6급,,월,,,,금
2015158800,고근현,41,3,2,hlu843,,HSK 5급,,월,화,수,,
2015155564,신묵송,86,4,1,ayv8075!,,,,월,화,수,목,
2015118630,나건빛,58,1,5,sqt6414,,,,월,화,,,금
2015137002,서재늘,91,4,5,anp3938,TOEIC 960,HSK 4급,,월,,수,목,금
2015135307,정종훈,51,4,5,btm5687!,,,,,화,,,
2015150646,천람전,84,4,3,nia7367,,,컴퓨터활용능력,월,,수,,금
2015140871,은제향,93,2,4,avr7697,,,,,,,목,
2015126603,남의공,44,6,4,wgw2486,TOEIC 970,HSK 5급,,,화,,,
2015154258,류모슬,48,8,3,ltu6628,,,,월,,수,목,금
2015123497,여예혜,79,6,4,yzx4436,,,,월,화,,,
2015162946,방빈서,14,1,0,ekp2439,,,,,,,,금
2015142796,전호익,32,5,4,hdo6363,,,,월,화,수,,
2015113525,엄휘조,23,2,2,uls9783,,,,월,화,,,금
2015179916,은세홍,97,8,0,dzl3863!,,,,,,,,금
2015171941,신승욱,8,5,1,iei2559,,,,월,,,,금
2015136672,추우아,28,4,4,bqm9087,,,,,화,수,,금
2015104976,유흥달,60,4,5,acv9932,,,,,,,,금
2015126953,인명시,54,5,2,ccp34427,,,,,,수,,
2015134715,문나늘,70,7,1,xbp574,,,,,,,,금
2015136932,남별여,84,2,5,gns7184,,,컴퓨터활용능력,,,수,목,금
2015104400,권흥사,64,6,5,vqa9445!,TOEIC 880,HSK 5급,,월,화,,,금
2015116104,정숙라,71,5,0,obw2192,TOEIC 950,,,월,,,목,
2015177210,주호부,74,1,2,xsx8886,,,,,화,수,,
2015124286,홍헌영,28,5,0,rck760,,HSK 6급,,,화,수,목,금
2015134618,양미란,16,8,1,vbq530,,,,,화,,목,금
2015176045,오창요,55,1,0,bfu9056,,,,월,화,수,,금
2015164069,추로수,27,7,0,hkb8354,,,,월,화,,,
2015149632,은곤설,96,8,0,esn83916,,,,,,,,금
2015130262,선직건,71,2,4,ney7965,TOEIC 965,,컴퓨터활용능력,,,,목,
2015150985,채솔태,39,1,5,obb8210,,,,월,화,,,
2015134661,차웅수,12,7,2,hlu843,,,,월,화,수,,금
2015143490,임려욱,92,8,3,ayv8075!,,,,월,화,수,,금
2015163066,홍범문,28,6,0,sqt6414,TOEIC 935,HSK 5급,,월,,,목,
2015172348,류선라,11,2,4,anp3938,,,,,,수,목,금
2015101022,정순창,12,4,0,btm5687!,,,,,,수,,금
2015179345,천백빛,2,8,2,nia7367,,,,,화,,목,금
2015175850,황일박,1,2,0,avr7697,,,,,,,목,금
2015154946,추장바,4,5,0,wgw2486,,,,월,,,,
2015173993,이월문,52,2,2,ltu6628,,HSK 6급,컴퓨터활용능력,월,화,,,
2015111993,유호회,2,4,4,yzx4436,,HSK 5급,,,화,,,금
2015168640,주인언,48,5,1,ekp2439,,,,,화,,,
2015133043,은길휘,89,8,2,hdo6363,,,,,,,,금
2015164961,추슬순,67,1,1,uls9783,TOEIC 980,HSK 4급,컴퓨터활용능력,월,,수,목,금
2015118654,소심솔,37,4,2,dzl3863!,TOEIC 780,,,,,수,,금
2015104491,길선신,1,6,4,iei2559,,,,,화,수,,
2015122194,추직바,91,5,1,bqm9087,,,,,,,,금
2015155935,손송세,21,4,2,acv9932,,HSK 5급,,,,수,,금
2015139387,하월배,68,2,1,ccp34427,TOEIC 965,,,월,,수,목,금
2015153292,공연재,87,8,5,xbp574,,,,월,화,,,금
2015175481,황범학,95,5,4,gns7184,,,,,,,목,
2015119922,구지탁,34,3,3,vqa9445!,,,,,,,,금
2015161285,지장인,9,2,4,obw2192,,,,,화,,,금
2015127337,조소종,56,3,1,xsx8886,,,컴퓨터활용능력,월,,,,
2015115552,길엄대,27,2,1,rck760,,,,,,,,금
2015110872,문민운,40,5,4,vbq530,,,,,화,수,목,
2015124423,전서의,10,6,5,bfu9056,,,,월,,,,금
2015122688,신향남,63,1,2,hkb8354,,,,월,,수,목,금
2015143392,성길안,92,8,1,esn83916,,,,,화,,,금
2015140134,백길혜,72,8,1,ney7965,TOEIC 900,,,월,화,,목,
2015172957,전옥헌,29,4,1,obb8210,,HSK 5급,,,,수,목,
2015131507,은익치,42,2,5,hlu843,,,,,,,,금
2015152702,백상재,49,4,3,ayv8075!,,,,월,,,,금
2015101346,기디누,42,6,1,sqt6414,TOEIC 950,HSK 6급,컴퓨터활용능력,,,,목,금
2015110471,인홍유,90,8,1,anp3938,,HSK 5급,컴퓨터활용능력,,화,수,,
2015156715,강익현,78,1,0,btm5687!,,,,월,,,목,
2015105825,한한향,49,2,1,nia7367,,,,,화,수,목,
2015110470,민휘악,82,3,3,avr7697,,,,,,수,목,금
2015169672,안헌휴,46,3,4,wgw2486,,,,,화,,,금
2015102626,모요람,36,5,5,ltu6628,,,,월,,,목,
2015126452,진익타,80,8,5,yzx4436,,HSK 6급,,,,,,금
2015126176,구빈찬,55,1,5,ekp2439,,HSK 5급,,,,,목,
2015140012,구형리,69,7,0,hdo6363,,,컴퓨터활용능력,월,,,,
2015167198,원담후,30,5,4,uls9783,,,,,화,수,,금
2015154256,구오해,95,1,2,dzl3863!,,HSK 4급,,월,화,수,,
2015123344,최바랑,7,4,4,iei2559,,,,,화,수,,금
2015113077,문라개,50,2,5,bqm9087,TOEIC 875,,,,화,,목,
2015143329,방영재,77,3,5,acv9932,TOEIC 905,,컴퓨터활용능력,월,,,,금
2015119086,임판바,69,8,0,ccp34427,,HSK 5급,컴퓨터활용능력,,,,,금
2015153541,현채승,19,5,4,xbp574,,,,,,,목,
2015132056,전자광,12,3,1,gns7184,,,,,,수,,금
2015128214,반타이,36,4,2,vqa9445!,,,,월,,,,
2015123190,정관설,71,4,2,obw2192,,,,,화,수,,금
2015101444,윤언현,42,8,3,xsx8886,,,,,화,,,
2015130258,명노광,41,3,3,rck760,TOEIC 845,,컴퓨터활용능력,,화,,,
2015129007,문형란,44,8,1,vbq530,,,컴퓨터활용능력,월,화,,,금
2015160529,박언나,60,5,1,bfu9056,,,,월,,,,
2015127563,금월면,59,2,1,hkb8354,,,,,,수,,
2015118361,오반성,77,5,2,esn83916,TOEIC 950,,컴퓨터활용능력,,,,,금
2015154962,위인린,66,1,0,ney7965,,,,월,화,,,금
2015157082,구엄창,1,4,3,obb8210,,,,,,,,금
2015115329,석더종,79,2,1,hlu843,,HSK 5급,,,,,목,
2015126113,어헌이,38,1,5,ayv8075!,TOEIC 940,,컴퓨터활용능력,,,수,목,
2015138680,은환반,42,8,5,sqt6414,,,,,,수,,
2015129142,유빛온,84,2,4,anp3938,,HSK 6급,,,,수,,
2015131035,선아섭,79,8,2,btm5687!,,,,,화,수,목,
2015123924,주빛달,16,6,3,nia7367,TOEIC 820,HSK 5급,,,,,,금
2015160233,왕라창,13,2,4,avr7697,,,,,,수,목,
2015137712,진한손,89,1,1,wgw2486,,,,,화,수,,금
2015178727,금의강,92,4,1,ltu6628,,,,,,,목,
2015115359,이희루,65,1,1,yzx4436,,,,,화,,,
2015121348,성달이,55,8,2,ekp2439,,,컴퓨터활용능력,월,,,목,
2015142123,유항은,50,8,1,hdo6363,,HSK 5급,,,화,수,목,금
2015169344,신소주,37,5,0,uls9783,,,,,,수,,
2015118441,강소배,20,8,5,dzl3863!,,,,,,,,금
2015128265,맹나새,38,6,0,iei2559,,,,월,,,목,
2015123614,배욱판,70,6,5,bqm9087,,,,월,,,목,
2015150122,윤진노,53,5,2,acv9932,,,,월,화,,목,
2015135797,허은하,10,5,3,ccp34427,,HSK 6급,,,화,,,금
2015131052,지나해,42,5,3,xbp574,,HSK 5급,컴퓨터활용능력,,,수,목,금
2015139172,윤황광,52,8,0,gns7184,,,,,,수,,
2015146748,여디바,10,6,4,vqa9445!,,,,월,,,목,금
2015179601,성학주,93,8,3,obw2192,,HSK 4급,,월,,,,금
2015174075,소진구,46,1,3,xsx8886,,,,,,수,목,금
2015116698,문송화,44,4,1,rck760,,,,,,,목,
2015170341,여고무,16,7,2,vbq530,,,,,화,,목,
2015170778,양서오,36,1,0,bfu9056,,HSK 5급,,,화,,,
2015125316,진순산,67,5,5,hkb8354,,,,월,화,,,
2015178480,차양종,21,6,3,esn83916,,,,,,,목,
2015156583,배공심,68,4,4,ney7965,,,,월,화,,목,
2015155452,천심랑,57,5,3,obb8210,TOEIC 660,,,,,,목,
2015178467,허장마,80,7,0,hlu843,,,,,,,,금
2015104462,어나권,24,8,5,ayv8075!,,,,월,,,,금
2015120388,정예박,47,5,5,sqt6414,,,컴퓨터활용능력,월,화,,목,
2015104365,나헌규,22,1,2,anp3938,TOEIC 970,,,,,수,,
2015151063,유도학,40,6,4,btm5687!,,,,월,,,목,금
2015118578,황승아,81,2,1,nia7367,,,,,,수,,금
2015104530,왕명타,42,4,1,avr7697,,,,월,,,목,금
2015169425,김도루,92,6,2,wgw2486,,,,,화,,,금
2015132153,표다이,11,6,3,ltu6628,,HSK 5급,,,화,수,,금
2015168146,최윤온,27,6,1,yzx4436,,,,월,,수,,금
2015143161,전운호,44,2,1,ekp2439,,,,월,,수,목,
2015177584,기위소,58,4,2,hdo6363,,HSK 6급,컴퓨터활용능력,,화,,,금
2015122873,여란비,47,5,4,uls9783,,HSK 5급,,,화,,,금
2015136370,정남영,34,7,0,dzl3863!,,,,,화,수,목,금
2015173006,황수울,85,3,1,iei2559,,,,월,화,수,목,
2015157204,류길재,2,5,1,bqm9087,,,,,,,,금
2015128783,명백두,28,3,3,acv9932,TOEIC 875,,,월,,,,
2015164088,도다달,39,7,4,ccp34427,TOEIC 955,,,,,,,금
2015101340,조전신,88,5,2,xbp574,,HSK 6급,,,화,수,,
2015133248,강세탁,59,8,2,gns7184,,HSK 5급,,월,,,,
2015161673,하원타,34,4,0,vqa9445!,,,,,,수,,
2015175416,전하준,59,4,1,vqa9445!,,,컴퓨터활용능력,월,화,수,목,
2015137441,전영이,26,5,3,obw2192,,HSK 4급,,월,,,목,
2015163963,강미성,75,2,5,xsx8886,,,,월,화,수,,
2015131786,전재새,77,1,2,rck760,TOEIC 990,,,,,,목,
2015159080,지상손,28,2,4,vbq530,,,컴퓨터활용능력,월,,수,목,금
2015118207,신인규,7,8,5,bfu9056,,HSK 5급,,월,화,,,
2015154989,도도랑,52,7,0,bfu9056,,,,월,화,수,,
2015148477,위정동,75,8,4,esn83916,TOEIC 915,,,월,화,수,,금
2015129648,원람대,81,3,0,ney7965,,,,,,,목,
2015115231,주구을,43,2,4,obb8210,,,,월,,,,금
2015132941,주심람,49,2,5,hlu843,,,,월,화,,,
2015159018,선애희,95,7,2,ayv8075!,,,,,,,,금
2015130756,원면배,36,2,1,sqt6414,,,,,화,수,,
2015128052,황더훈,25,5,2,anp3938,,,,월,화,,목,금
2015179178,유배나,5,5,0,btm5687!,,,컴퓨터활용능력,,,,,금
2015152904,조보조,80,1,4,nia7367,,,,,,,목,금
2015173151,장효석,71,1,3,avr7697,,,,,,,,금
2015169963,유의예,10,8,5,wgw2486,TOEIC 980,,,,화,수,,
2015123293,정의선,84,5,2,ltu6628,,HSK 5급,,,,,,금
2015123459,공더단,42,5,0,yzx4436,,,,,,,목,
2015168594,모양치,81,3,5,ekp2439,,,,,,수,,
2015164091,성시호,6,2,2,hdo6363,,HSK 6급,,,,,,금
2015177425,오치의,87,6,4,uls9783,TOEIC 965,,,,,수,목,
2015108858,설부모,22,4,5,dzl3863!,,,,월,화,수,,
2015110101,강휴열,38,8,3,iei2559,,,컴퓨터활용능력,,,,목,
2015165631,신린숙,47,8,3,bqm9087,,,컴퓨터활용능력,월,화,,목,
2015107259,전백태,63,1,1,acv9932,,,,,화,수,,
2015102640,모종솜,61,4,1,ccp34427,,,,월,,,,
2015135520,임해희,18,6,5,xbp574,,,,월,화,,,
2015139238,전마근,74,8,0,gns7184,,,,,,,목,
2015118167,강배리,40,4,5,vqa9445!,,HSK 5급,,,,수,,금
2015171864,허명을,79,1,0,obw2192,,,,,화,,,
2015146806,공항박,62,2,5,xsx8886,,,,,화,,,금
2015119050,양강건,48,3,5,rck760,TOEIC 900,,컴퓨터활용능력,월,화,,,
2015115688,어창제,17,2,0,vbq530,,,,,화,수,목,금
2015108798,민문시,50,7,0,bfu9056,,,,,,,,금
2015148624,유진보,76,8,1,hkb8354,,HSK 6급,,,,,,금
2015119634,나민악,98,2,2,esn83916,TOEIC 975,HSK 5급,,월,화,수,,
2015150230,노길길,35,2,0,ney7965,,,컴퓨터활용능력,월,,,,금
2015144094,공시영,68,6,5,obb8210,,,,,,수,목,금
2015167247,손정옥,80,7,0,hlu843,,HSK 4급,,월,,수,,
2015176301,하숙송,81,1,2,ayv8075!,,,,월,,,,
2015119511,방희효,85,3,2,sqt6414,,,,월,화,수,,금
2015170694,양회마,60,4,5,anp3938,,,컴퓨터활용능력,,화,,,
2015175966,양면란,14,5,3,btm5687!,,HSK 5급,,,,,,금
2015167785,설루경,88,1,4,nia7367,,,,,,,목,금
2015106481,채영회,92,7,0,avr7697,,,,,화,수,목,
2015110725,차복판,54,3,4,wgw2486,,,,월,화,수,,
2015174263,배인온,38,1,0,ltu6628,,,,,화,수,,
2015157361,어길나,97,8,3,yzx4436,,,컴퓨터활용능력,월,,,,금
2015148400,백희대,42,1,5,ekp2439,TOEIC 875,,컴퓨터활용능력,,,,목,금
2015169452,이양순,20,6,1,hdo6363,TOEIC 905,,,월,화,수,목,
2015110151,나별곤,10,3,1,uls9783,,,,월,화,,,
2015111854,도제완,64,2,2,dzl3863!,,,컴퓨터활용능력,,화,수,,
2015173696,홍마용,61,6,1,iei2559,,,,월,,,목,
2015135641,방래마,66,5,3,bqm9087,,,,,화,수,목,
2015108550,손익언,43,2,3,acv9932,,,,,화,수,,
2015134667,주설상,93,2,1,ccp34427,,HSK 5급,컴퓨터활용능력,,,,목,
2015123508,배지로,34,2,5,xbp574,TOEIC 895,,,,,수,목,
2015155807,노슬전,81,7,0,gns7184,,,,,,,목,금
2015131099,백솜탐,51,7,1,vqa9445!,,HSK 6급,,월,,수,목,
2015160698,도승옥,5,3,4,obw2192,,HSK 5급,,,화,,,금
2015113566,전의배,22,4,3,xsx8886,TOEIC 950,,,월,화,,,금
2015132152,황설가,67,6,2,rck760,,,,월,화,,,금
2015119940,어수악,34,8,5,vbq530,,,,,,수,목,
2015152774,진탁설,28,5,5,bfu9056,TOEIC 440,,,,,,,금
2015151016,원월남,51,7,2,hkb8354,,,컴퓨터활용능력,월,,,,금
2015134559,지수식,44,7,1,esn83916,,HSK 6급,,,화,,목,금
2015125274,임훈울,13,3,4,ney7965,,HSK 5급,,월,,수,목,
2015149570,유빛효,79,3,5,obb8210,TOEIC 795,,,월,화,,,금
2015144055,원휴시,22,3,3,hlu843,,,,,화,,목,
2015131643,장황고,75,5,4,ayv8075!,,HSK 4급,,월,화,,목,
2015122281,채시심,64,5,4,sqt6414,,,,,,,,금
2015103869,어섭모,79,3,0,anp3938,,,,,,,목,금
2015148592,진정루,24,8,5,btm5687!,,,컴퓨터활용능력,,,수,,
2015164521,한고자,12,2,4,nia7367,TOEIC 790,HSK 5급,,,,,목,금
2015146131,엄수늘,48,6,5,avr7697,,,,,화,수,,
2015122083,모전언,60,2,5,wgw2486,,,,,,,,금
2015108972,여탁재,2,8,4,ltu6628,,,,,화,수,,금
2015151381,유형손,27,2,0,yzx4436,,,,,,,목,금
2015116813,남솜주,28,6,0,ekp2439,,,,월,,수,목,금
2015140224,석순라,67,7,1,hdo6363,,,,,,수,,
2015139352,도항오,57,1,3,uls9783,,,,월,,수,,금
2015114725,정치준,69,5,4,dzl3863!,,,,월,,,,금
2015133628,여솜손,38,5,2,iei2559,TOEIC 850,,,,화,,,
2015130268,성휴정,53,2,4,bqm9087,,,,,,,목,
2015112654,여근효,20,7,5,acv9932,,,,월,화,수,목,금
2015164353,강탐엄,76,3,3,ccp34427,,,,월,화,,,
2015103087,기타중,57,4,2,xbp574,,HSK 5급,컴퓨터활용능력,,화,,목,금
2015166472,맹익로,48,6,1,gns7184,,,,,화,,목,금
2015104206,이빛두,36,5,1,vqa9445!,,,,월,,,,
2015136357,하연루,47,1,2,obw2192,,HSK 6급,,월,화,수,,
2015119620,왕옥윤,24,1,2,xsx8886,,,,,,,,금
2015133067,소아경,39,1,1,rck760,TOEIC 960,HSK 5급,,,화,,,
2015149186,백창공,89,4,1,vbq530,,,,월,화,수,,
2015173833,구경헌,86,3,0,bfu9056,,,,,,수,,금
2015127977,주무홍,35,3,4,hkb8354,,,,월,,,목,
2015124884,임미도,51,2,5,esn83916,TOEIC 970,HSK 5급,컴퓨터활용능력,,화,,,
2015148102,기바식,1,6,4,ney7965,,,,,화,,목,
2015174079,남영상,77,3,5,obb8210,,,,,화,,목,금
2015161225,현관인,82,8,1,hlu843,,,,,화,,,
2015169662,진루서,93,5,0,ayv8075!,,,,월,,,,
2015160093,현덕울,84,4,2,sqt6414,,,,월,,수,,
2015125087,송호빛,97,7,5,anp3938,,HSK 6급,,월,,,,
2015176464,진현재,37,1,4,btm5687!,,HSK 5급,,월,화,,,
2015154738,권면빈,86,2,4,nia7367,,,,,화,,,
2015146926,공희대,94,1,5,avr7697,,,,,,수,목,금
2015176140,박길윤,48,4,0,wgw2486,,HSK 4급,컴퓨터활용능력,월,,수,,금
2015128890,여담욱,8,3,1,ltu6628,,,,월,,수,목,금
2015109677,권회바,23,4,3,yzx4436,,,,월,,수,목,
2015143368,어솔현,67,4,3,ekp2439,TOEIC 880,,,,화,수,목,
2015128694,임석위,63,2,0,hdo6363,TOEIC 950,HSK 5급,컴퓨터활용능력,,화,,,금
2015116084,설일준,21,4,1,uls9783,,,,,,,,금
2015123320,장영예,97,7,5,dzl3863!,,,,,,,,금
2015144547,박별백,65,7,3,iei2559,,,,월,화,수,목,금
2015102489,전후유,52,3,4,bqm9087,,,,월,,,목,금
2015140632,위판해,57,5,2,acv9932,,,,월,화,,목,금
2015121144,장슬시,67,8,4,ccp34427,,,,월,화,,목,금
2015101148,석반보,34,8,3,xbp574,TOEIC 965,,,,,,,금
2015152505,손수휘,68,3,0,gns7184,,,,,,,,금
2015130854,전연회,35,6,0,vqa9445!,,,,월,화,수,목,
2015101091,신달동,90,1,3,obw2192,,,컴퓨터활용능력,,,,,금
2015100799,윤중린,51,8,5,xsx8886,TOEIC 935,,,,화,수,목,금
2015144573,우랑판,57,6,3,rck760,,,,월,,,,금
2015125011,공웅을,97,6,2,vbq530,,HSK 5급,,,화,,,
2015172869,전혁람,32,5,2,bfu9056,,,,,,수,목,
2015116514,임희학,32,2,0,hkb8354,,,,월,화,,목,
2015146039,문부래,71,7,5,esn83916,,HSK 6급,,,,수,,
2015127354,현길우,47,5,2,ney7965,,HSK 5급,,월,,,,금
2015114432,하울영,3,1,1,obb8210,,,,,화,수,,
2015177054,반보로,15,8,0,hlu843,,,,월,,수,,
2015121946,방남연,64,6,1,ayv8075!,,,컴퓨터활용능력,월,화,,목,금
2015146261,표완백,57,5,4,sqt6414,TOEIC 980,,컴퓨터활용능력,,화,,,금
